#proteinId,iprId,iprDesc,domainDb,domainId,domainDesc,numHits,domainStarts,domainEnds,score
1,IPR002529,"Fumarylacetoacetase, C-terminal",HMMPfam,PF01557,Fumarylacetoacetate (FAA) hydrolase family,1,"567,","779,",6.80E-57
877,IPR001806,Small GTPase superfamily,HMMPfam,PF00071,Ras family,1,"10,","175,",5.50E-57
877,IPR001806,Small GTPase superfamily,PRINTS,PR00449,Transforming protein P21 ras signature,5,"9,32,50,116,153,","30,48,72,129,175,","8.4E-42,8.4E-42,8.4E-42,8.4E-42,8.4E-42"
877,\N,\N,ProSiteProfiles,PS51419,small GTPase Rab1 family profile.,1,"4,","205,",33.373
877,IPR020849,"Small GTPase superfamily, Ras type",SMART,SM00173,Ras subfamily of RAS small GTPases,1,"6,","178,",8.00E-30
877,IPR003578,"Small GTPase superfamily, Rho type",SMART,SM00174,Rho (Ras homology) subfamily of Ras-like small GTPases,1,"11,","178,",5.40E-18
877,IPR003579,"Small GTPase superfamily, Rab type",SMART,SM00175,Rab subfamily of small GTPases,1,"9,","178,",6.70E-91
877,IPR002041,Ran GTPase,SMART,SM00176,Ran (Ras-related nuclear proteins) /TC4 subfamily of small GTPases,1,"14,","203,",2.00E-05
877,IPR027417,P-loop containing nucleoside triphosphate hydrolase,SUPERFAMILY,SSF52540,\N,1,"5,","179,",5.52E-56
877,IPR005225,Small GTP-binding protein domain,TIGRFAM,TIGR00231,small_GTP: small GTP-binding protein domain,1,"10,","171,",6.20E-27
878,IPR013923,Autophagy-related protein 16,HMMPfam,PF08614,Autophagy protein 16 (ATG16),1,"4,","202,",1.70E-45
879,IPR013110,Histone methylation DOT1,HMMPfam,PF08123,Histone methylation protein DOT1,1,"327,","526,",5.40E-74
879,IPR021162,"Histone H3-K79 methyltransferase, fungi",PIRSF,PIRSF017570,\N,1,"6,","546,",563
879,IPR025789,Histone-lysine N-methyltransferase DOT1 domain,ProSiteProfiles,PS51569,Histone-lysine N-methyltransferase DOT1 (EC 2.1.1.43) domain profile.,1,"213,","543,",82.576
879,IPR029063,S-adenosyl-L-methionine-dependent methyltransferase,SUPERFAMILY,SSF53335,\N,1,"199,","541,",6.79E-69
880,IPR002501,Pseudouridine synthase II,HMMPfam,PF01509,TruB family pseudouridylate synthase (N terminal domain),1,"69,","202,",8.60E-45
880,IPR020103,"Pseudouridine synthase, catalytic domain",SUPERFAMILY,SSF55120,\N,3,"9,65,287,","31,197,345,","8.35E-57,8.35E-57,8.35E-57"
882,IPR008610,Eukaryotic rRNA processing,HMMPfam,PF05890,Eukaryotic rRNA processing protein EBP2,1,"119,","386,",3.60E-84
884,IPR013766,Thioredoxin domain,HMMPfam,PF00085,Thioredoxin,2,"25,146,","129,251,","1.5E-31,8.1E-30"
884,IPR011679,"Endoplasmic reticulum, protein ERp29, C-terminal",HMMPfam,PF07749,"Endoplasmic reticulum protein ERp29, C-terminal domain",1,"268,","359,",1.50E-20
884,\N,\N,PRINTS,PR00421,Thioredoxin family signature,3,"43,172,216,","51,181,227,","2.6E-7,2.6E-7,2.6E-7"
884,IPR017937,"Thioredoxin, conserved site",ProSitePatterns,PS00194,Thioredoxin family active site.,2,"44,165,","62,183,","-,-"
884,IPR012336,Thioredoxin-like fold,ProSiteProfiles,PS51352,Thioredoxin domain profile.,2,"9,136,","133,254,","18.697,16.658"
884,IPR011679,"Endoplasmic reticulum, protein ERp29, C-terminal",SUPERFAMILY,SSF47933,\N,1,"267,","366,",4.45E-19
884,IPR012336,Thioredoxin-like fold,SUPERFAMILY,SSF52833,\N,2,"22,143,","133,256,","3.41E-36,5.46E-35"
884,IPR005788,Disulphide isomerase,TIGRFAM,TIGR01126,pdi_dom: protein disulfide-isomerase domain,2,"28,149,","131,252,","1.8E-39,9.0E-37"
885,\N,\N,SUPERFAMILY,SSF55753,\N,1,"20,","121,",3.43E-08
886,IPR018020,Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,HMMPfam,PF09349,OHCU decarboxylase,1,"10,","174,",2.80E-47
886,\N,\N,SUPERFAMILY,SSF158694,\N,1,"12,","175,",1.26E-32
887,IPR009637,"Transmembrane receptor, eukaryota",HMMPfam,PF06814,Lung seven transmembrane receptor,1,"149,","437,",9.70E-71
888,IPR010733,Protein of unknown function DUF1308,HMMPfam,PF07000,Protein of unknown function (DUF1308),1,"61,","498,",1.50E-64
889,IPR001680,WD40 repeat,HMMPfam,PF00400,"WD domain, G-beta repeat",2,"30,111,","60,146,","0.022,4.0E-8"
889,IPR001680,WD40 repeat,ProSiteProfiles,PS50082,Trp-Asp (WD) repeats profile.,2,"28,114,","69,155,","9.706,12.647"
889,IPR017986,WD40-repeat-containing domain,ProSiteProfiles,PS50294,Trp-Asp (WD) repeats circular profile.,1,"28,","155,",19.196
889,IPR001680,WD40 repeat,SMART,SM00320,WD40 repeats,3,"15,107,268,","60,146,299,","0.13,1.5E-7,210.0"
889,IPR017986,WD40-repeat-containing domain,SUPERFAMILY,SSF50978,\N,1,"30,","343,",1.61E-35
890,IPR018108,Mitochondrial substrate/solute carrier,HMMPfam,PF00153,Mitochondrial carrier protein,3,"6,108,209,","94,202,295,","5.1E-20,3.6E-19,1.2E-14"
890,IPR018108,Mitochondrial substrate/solute carrier,ProSiteProfiles,PS50920,Solute carrier (Solcar) repeat profile.,3,"2,107,208,","95,199,293,","24.315,21.483,20.003"
890,IPR023395,Mitochondrial carrier domain,SUPERFAMILY,SSF103506,\N,1,"6,","288,",2.09E-72
891,IPR000358,Ribonucleotide reductase small subunit,HMMPfam,PF00268,"Ribonucleotide reductase, small chain",1,"83,","364,",2.10E-119
891,IPR030475,"Ribonucleotide reductase small subunit, acitve site",ProSitePatterns,PS00368,Ribonucleotide reductase small subunit signature.,1,"181,","197,",-
891,IPR009078,Ferritin-like superfamily,SUPERFAMILY,SSF47240,\N,1,"70,","365,",2.03E-116
892,\N,\N,HMMPfam,PF05486,Signal recognition particle 9 kDa protein (SRP9),1,"3,","115,",4.20E-23
893,IPR006222,"Glycine cleavage T-protein-like, N-terminal",HMMPfam,PF01571,Aminomethyltransferase folate-binding domain,1,"53,","152,",5.40E-15
893,\N,\N,SUPERFAMILY,SSF103025,\N,1,"47,","269,",1.21E-40
893,IPR017703,YgfZ/GcvT conserved site,TIGRFAM,TIGR03317,ygfZ_signature: folate-binding protein YgfZ,1,"212,","278,",3.70E-21
894,IPR001623,DnaJ domain,HMMPfam,PF00226,DnaJ domain,1,"12,","74,",1.70E-20
894,IPR001623,DnaJ domain,PRINTS,PR00625,DnaJ domain signature,3,"14,32,49,","32,47,69,","2.7E-10,2.7E-10,2.7E-10"
894,IPR001623,DnaJ domain,ProSiteProfiles,PS50076,dnaJ domain profile.,1,"12,","77,",18.121
894,IPR001623,DnaJ domain,SMART,SM00271,DnaJ molecular chaperone homology domain,1,"11,","69,",1.50E-18
894,IPR001623,DnaJ domain,SUPERFAMILY,SSF46565,\N,1,"11,","80,",1.18E-20
896,\N,\N,SUPERFAMILY,SSF54427,\N,1,"15,","113,",4.83E-10
897,IPR021840,Protein of unknown function DUF3433,HMMPfam,PF11915,Protein of unknown function (DUF3433),2,"174,786,","261,871,","4.9E-19,7.6E-14"
898,IPR019365,TVP18/Calcium channel flower,HMMPfam,PF10233,Uncharacterized conserved protein CG6151-P,1,"19,","130,",3.70E-40
898,IPR019365,TVP18/Calcium channel flower,SMART,SM01077,Uncharacterized conserved protein CG6151-P,1,"19,","130,",2.80E-49
899,IPR002075,Nuclear transport factor 2,HMMPfam,PF02136,Nuclear transport factor 2 (NTF2) domain,1,"7,","120,",1.20E-34
899,IPR018222,"Nuclear transport factor 2, eukaryote",ProSiteProfiles,PS50177,Nuclear transport factor 2 domain profile.,1,"7,","120,",30.953
899,\N,\N,SUPERFAMILY,SSF54427,\N,1,"3,","122,",9.26E-41
901,IPR013528,"Hydroxymethylglutaryl-coenzyme A synthase, N-terminal",HMMPfam,PF01154,Hydroxymethylglutaryl-coenzyme A synthase N terminal,1,"4,","177,",4.70E-93
901,IPR013746,Hydroxymethylglutaryl-coenzyme A synthase C-terminal domain,HMMPfam,PF08540,Hydroxymethylglutaryl-coenzyme A synthase C terminal,1,"178,","467,",1.20E-102
901,IPR000590,"Hydroxymethylglutaryl-coenzyme A synthase, active site",ProSitePatterns,PS01226,Hydroxymethylglutaryl-coenzyme A synthase active site.,1,"108,","123,",-
901,IPR016039,Thiolase-like,SUPERFAMILY,SSF53901,\N,3,"7,178,322,","175,286,466,","2.21E-31,2.69E-68,2.69E-68"
901,IPR010122,"Hydroxymethylglutaryl-CoA synthase, eukaryotic",TIGRFAM,TIGR01833,HMG-CoA-S_euk: hydroxymethylglutaryl-CoA synthase,1,"5,","467,",2.60E-209
902,IPR002198,Short-chain dehydrogenase/reductase SDR,HMMPfam,PF00106,short chain dehydrogenase,1,"21,","217,",2.60E-17
902,IPR002347,Glucose/ribitol dehydrogenase,PRINTS,PR00081,Glucose/ribitol dehydrogenase family signature,5,"21,94,200,221,263,","38,105,219,238,283,","2.9E-25,2.9E-25,2.9E-25,2.9E-25,2.9E-25"
902,\N,\N,SUPERFAMILY,SSF51735,\N,1,"15,","299,",8.76E-54
904,IPR019407,"Thiouridylase, cytoplasmic, subunit 2",HMMPfam,PF10288,Protein of unknown function (DUF2392),1,"214,","320,",7.20E-23
904,\N,\N,SUPERFAMILY,SSF52402,\N,2,"46,138,","110,267,","5.31E-9,5.31E-9"
905,IPR025187,Protein of unknown function DUF4112,HMMPfam,PF13430,Domain of unknown function (DUF4112),1,"61,","166,",6.50E-30
906,IPR000086,NUDIX hydrolase domain,HMMPfam,PF00293,NUDIX domain,1,"96,","212,",3.30E-16
906,IPR007722,"mRNA decapping protein 2, Box A",HMMPfam,PF05026,"Dcp2, box A domain",1,"4,","89,",1.00E-36
906,IPR020084,"NUDIX hydrolase, conserved site",ProSitePatterns,PS00893,Nudix box signature.,1,"124,","145,",-
906,IPR000086,NUDIX hydrolase domain,ProSiteProfiles,PS51462,Nudix hydrolase domain profile.,1,"90,","226,",14.505
906,\N,\N,SUPERFAMILY,SSF140586,\N,1,"2,","90,",4.97E-33
906,IPR015797,NUDIX hydrolase domain-like,SUPERFAMILY,SSF55811,\N,1,"92,","211,",5.82E-23
908,IPR001680,WD40 repeat,HMMPfam,PF00400,"WD domain, G-beta repeat",4,"107,168,214,367,","134,204,246,387,","1.4E-4,8.4E-9,3.5E-5,0.004"
908,IPR019775,"WD40 repeat, conserved site",ProSitePatterns,PS00678,Trp-Asp (WD) repeats signature.,1,"121,","135,",-
908,IPR001680,WD40 repeat,ProSiteProfiles,PS50082,Trp-Asp (WD) repeats profile.,3,"102,173,213,","143,213,247,","11.077,11.01,11.077"
908,IPR017986,WD40-repeat-containing domain,ProSiteProfiles,PS50294,Trp-Asp (WD) repeats circular profile.,1,"102,","255,",14.45
908,IPR001680,WD40 repeat,SMART,SM00320,WD40 repeats,6,"91,166,207,248,347,398,","134,204,246,287,388,511,","1.6E-4,1.5E-8,5.4E-7,0.39,0.082,76.0"
908,IPR017986,WD40-repeat-containing domain,SUPERFAMILY,SSF50978,\N,3,"98,167,480,","137,453,514,","6.31E-57,6.31E-57,6.31E-57"
909,IPR013766,Thioredoxin domain,HMMPfam,PF00085,Thioredoxin,1,"8,","108,",3.20E-29
909,IPR005746,Thioredoxin,PIRSF,PIRSF000077,\N,1,"1,","110,",102
909,\N,\N,PRINTS,PR00421,Thioredoxin family signature,3,"25,33,75,","33,42,86,","6.4E-8,6.4E-8,6.4E-8"
909,IPR017937,"Thioredoxin, conserved site",ProSitePatterns,PS00194,Thioredoxin family active site.,1,"26,","44,",-
909,IPR012336,Thioredoxin-like fold,ProSiteProfiles,PS51352,Thioredoxin domain profile.,1,"1,","110,",13.362
909,IPR012336,Thioredoxin-like fold,SUPERFAMILY,SSF52833,\N,1,"3,","109,",1.04E-31
909,IPR005746,Thioredoxin,TIGRFAM,TIGR01068,thioredoxin: thioredoxin,1,"10,","109,",1.00E-29
911,IPR006076,FAD dependent oxidoreductase,HMMPfam,PF01266,FAD dependent oxidoreductase,1,"6,","349,",1.10E-24
911,IPR023209,D-amino-acid oxidase,PIRSF,PIRSF000189,\N,1,"3,","363,",355
911,\N,\N,SUPERFAMILY,SSF51971,\N,2,"3,298,","227,358,","5.3E-25,5.3E-25"
911,\N,\N,SUPERFAMILY,SSF54373,\N,1,"214,","312,",2.22E-19
912,IPR003323,"Ovarian tumour, otubain",HMMPfam,PF02338,OTU-like cysteine protease,1,"36,","179,",1.20E-14
912,IPR003323,"Ovarian tumour, otubain",ProSiteProfiles,PS50802,OTU domain profile.,1,"29,","162,",13.169
912,\N,\N,SUPERFAMILY,SSF54001,\N,1,"24,","185,",1.18E-16
913,IPR013714,Golgi apparatus membrane protein TVP15,HMMPfam,PF08507,COPI associated protein,1,"2,","131,",3.40E-45
914,IPR000679,"Zinc finger, GATA-type",HMMPfam,PF00320,GATA zinc finger,2,"100,270,","131,303,","1.1E-14,1.8E-15"
914,IPR000679,"Zinc finger, GATA-type",PRINTS,PR00619,Transcription factor GATA zinc finger signature,2,"266,284,","283,301,","6.3E-11,6.3E-11"
914,IPR000679,"Zinc finger, GATA-type",ProSitePatterns,PS00344,GATA-type zinc finger domain.,2,"100,270,","124,294,","-,-"
914,IPR000679,"Zinc finger, GATA-type",ProSiteProfiles,PS50114,GATA-type zinc finger domain profile.,2,"94,270,","152,317,","22.843,26.877"
914,IPR000679,"Zinc finger, GATA-type",SMART,SM00401,zinc finger binding to DNA consensus sequence [AT]GATA[AG],2,"94,264,","144,314,","8.1E-19,1.3E-20"
914,\N,\N,SUPERFAMILY,SSF57716,\N,2,"94,267,","143,320,","2.66E-16,3.14E-17"
915,IPR000649,Initiation factor 2B-related,HMMPfam,PF01008,Initiation factor 2 subunit family,1,"47,","346,",6.50E-32
915,\N,\N,SUPERFAMILY,SSF100950,\N,1,"30,","357,",1.44E-45
916,IPR005549,Kinetochore protein Nuf2,HMMPfam,PF03800,Nuf2 family,1,"22,","165,",6.50E-41
918,IPR002553,"Clathrin/coatomer adaptor, adaptin-like, N-terminal",HMMPfam,PF01602,Adaptin N terminal region,1,"45,","620,",1.00E-104
918,IPR016024,Armadillo-type fold,SUPERFAMILY,SSF48371,\N,3,"41,289,580,","254,547,638,","4.39E-88,4.39E-88,4.39E-88"
919,IPR020683,Ankyrin repeat-containing domain,HMMPfam,PF12796,Ankyrin repeats (3 copies),2,"49,133,","96,216,","4.2E-7,1.5E-17"
919,IPR002110,Ankyrin repeat,ProSiteProfiles,PS50088,Ankyrin repeat profile.,4,"52,85,121,155,","84,120,154,187,","10.74,8.576,10.072,11.274"
919,IPR020683,Ankyrin repeat-containing domain,ProSiteProfiles,PS50297,Ankyrin repeat region circular profile.,1,"52,","246,",47.456
919,IPR002110,Ankyrin repeat,SMART,SM00248,ankyrin repeats,6,"52,85,121,155,188,222,","81,117,151,184,217,250,","0.061,3.0,0.021,0.0035,1.4,22.0"
919,IPR020683,Ankyrin repeat-containing domain,SUPERFAMILY,SSF48403,\N,1,"42,","270,",2.30E-46
921,IPR011011,"Zinc finger, FYVE/PHD-type",SUPERFAMILY,SSF57903,\N,1,"151,","185,",1.61E-05
922,IPR006076,FAD dependent oxidoreductase,HMMPfam,PF01266,FAD dependent oxidoreductase,1,"10,","380,",1.80E-46
922,\N,\N,SUPERFAMILY,SSF51905,\N,2,"9,341,","230,397,","7.77E-32,7.77E-32"
923,IPR013332,"Ketopantoate reductase, N-terminal domain",HMMPfam,PF02558,Ketopantoate reductase PanE/ApbA,1,"12,","169,",1.20E-24
923,IPR013752,"Ketopantoate reductase, C-terminal domain",HMMPfam,PF08546,Ketopantoate reductase PanE/ApbA C terminal,1,"218,","343,",1.70E-32
923,IPR008927,"6-phosphogluconate dehydrogenase, C-terminal-like",SUPERFAMILY,SSF48179,\N,1,"218,","343,",3.40E-29
923,\N,\N,SUPERFAMILY,SSF51735,\N,1,"12,","177,",1.97E-06
923,IPR003710,Ketopantoate reductase ApbA/PanE,TIGRFAM,TIGR00745,apbA_panE: 2-dehydropantoate 2-reductase,1,"12,","341,",3.60E-49
924,IPR004841,Amino acid permease/ SLC12A domain,HMMPfam,PF00324,Amino acid permease,1,"57,","516,",1.40E-82
924,IPR002293,Amino acid/polyamine transporter I,PIRSF,PIRSF006060,\N,1,"32,","535,",470
925,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,HMMPfam,PF00172,Fungal Zn(2)-Cys(6) binuclear cluster domain,1,"15,","52,",2.30E-10
925,IPR021858,Protein of unknown function DUF3468,HMMPfam,PF11951,Fungal specific transcription factor domain,1,"337,","796,",3.50E-54
925,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,ProSitePatterns,PS00463,Zn(2)-C6 fungal-type DNA-binding domain signature.,1,"16,","44,",-
925,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,ProSiteProfiles,PS50048,Zn(2)-C6 fungal-type DNA-binding domain profile.,1,"16,","44,",10.832
925,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,SMART,SM00066,GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain,1,"11,","55,",3.00E-11
925,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,SUPERFAMILY,SSF57701,\N,1,"7,","49,",9.29E-11
926,IPR016053,Haem oxygenase-like,HMMPfam,PF01126,Heme oxygenase,1,"17,","234,",4.70E-10
926,IPR016084,"Haem oxygenase-like, multi-helical",SUPERFAMILY,SSF48613,\N,1,"14,","243,",3.50E-22
927,IPR000683,"Oxidoreductase, N-terminal",HMMPfam,PF01408,"Oxidoreductase family, NAD-binding Rossmann fold",1,"5,","119,",2.40E-20
927,IPR004104,"Oxidoreductase, C-terminal",HMMPfam,PF02894,"Oxidoreductase family, C-terminal alpha/beta domain",1,"170,","250,",1.60E-05
927,\N,\N,SUPERFAMILY,SSF51735,\N,1,"4,","148,",5.52E-28
927,\N,\N,SUPERFAMILY,SSF55347,\N,1,"139,","271,",6.54E-19
928,IPR001515,Ribosomal protein L32e,HMMPfam,PF01655,Ribosomal protein L32,1,"15,","122,",1.40E-48
928,IPR001515,Ribosomal protein L32e,SUPERFAMILY,SSF52042,\N,1,"4,","130,",2.88E-53
929,IPR006683,Thioesterase superfamily,HMMPfam,PF03061,Thioesterase superfamily,1,"34,","114,",6.10E-08
929,IPR029069,HotDog domain,SUPERFAMILY,SSF54637,\N,1,"15,","137,",6.07E-26
930,IPR006145,"Pseudouridine synthase, RsuA/RluB/C/D/E/F",HMMPfam,PF00849,RNA pseudouridylate synthase,1,"137,","325,",1.80E-26
930,IPR006224,"Pseudouridine synthase, RluC/RluD, conserved site",ProSitePatterns,PS01129,Rlu family of pseudouridine synthase signature.,1,"176,","190,",-
930,IPR002942,RNA-binding S4 domain,ProSiteProfiles,PS50889,S4 RNA-binding domain profile.,1,"65,","128,",10.904
930,IPR002942,RNA-binding S4 domain,SMART,SM00363,S4 RNA-binding domain,1,"66,","129,",0.002
930,IPR020103,"Pseudouridine synthase, catalytic domain",SUPERFAMILY,SSF55120,\N,2,"119,302,","270,345,","2.47E-48,2.47E-48"
930,\N,\N,SUPERFAMILY,SSF55174,\N,1,"68,","116,",3.20E-06
931,IPR003163,"Transcription regulator HTH, APSES-type DNA-binding domain",ProSiteProfiles,PS51299,APSES-type HTH DNA-binding domain profile.,1,"63,","176,",16.515
931,IPR003163,"Transcription regulator HTH, APSES-type DNA-binding domain",SUPERFAMILY,SSF54616,\N,1,"46,","179,",1.27E-18
932,IPR009449,GDPGTP exchange factor Sec2p,HMMPfam,PF06428,GDP/GTP exchange factor Sec2p,1,"207,","281,",1.20E-09
932,\N,\N,SUPERFAMILY,SSF144284,\N,2,"70,176,","95,288,","4.71E-29,4.71E-29"
933,IPR021714,"Nucleolar pre-ribosomal-associated protein 1, N-terminal",HMMPfam,PF11707,Ribosome 60S biogenesis N-terminal,1,"90,","422,",2.10E-59
933,IPR016024,Armadillo-type fold,SUPERFAMILY,SSF48371,\N,4,"32,383,480,887,","277,417,648,923,","7.97E-15,7.97E-15,7.97E-15,7.97E-15"
934,IPR001327,"Pyridine nucleotide-disulphide oxidoreductase, NAD-binding domain",HMMPfam,PF00070,Pyridine nucleotide-disulphide oxidoreductase,1,"338,","419,",1.30E-09
934,IPR023753,"Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain",HMMPfam,PF07992,Pyridine nucleotide-disulphide oxidoreductase,1,"177,","496,",5.00E-20
934,IPR018247,"EF-Hand 1, calcium-binding site",ProSitePatterns,PS00018,EF-hand calcium-binding domain.,1,"558,","570,",-
934,IPR002048,EF-hand domain,ProSiteProfiles,PS50222,EF-hand calcium-binding domain profile.,1,"545,","580,",13.677
934,IPR002048,EF-hand domain,SMART,SM00054,"EF-hand, calcium binding motif",1,"549,","577,",3.90E-05
934,\N,\N,SUPERFAMILY,SSF47473,\N,1,"523,","582,",2.96E-06
934,\N,\N,SUPERFAMILY,SSF51905,\N,2,"176,332,","390,497,","1.79E-20,1.86E-14"
935,IPR024986,Sister chromatid cohesion C-terminal domain,HMMPfam,PF12830,Sister chromatid cohesion C-terminus,1,"1363,","1545,",5.10E-35
935,IPR016024,Armadillo-type fold,SUPERFAMILY,SSF48371,\N,2,"793,1026,","992,1295,","2.23E-20,2.23E-20"
936,IPR001222,"Zinc finger, TFIIS-type",HMMPfam,PF01096,Transcription factor S-II (TFIIS),1,"84,","118,",1.50E-13
936,IPR012164,"DNA-directed RNA polymerase, subunit C11/M/9",PIRSF,PIRSF005586,\N,1,"7,","123,",109
936,IPR001222,"Zinc finger, TFIIS-type",ProSiteProfiles,PS51133,Zinc finger TFIIS-type profile.,1,"81,","120,",11.267
936,IPR001222,"Zinc finger, TFIIS-type",SMART,SM00440,C2C2 Zinc finger,1,"83,","121,",1.30E-09
936,\N,\N,SUPERFAMILY,SSF57783,\N,1,"77,","117,",4.99E-12
937,\N,\N,HMMPfam,PF13646,HEAT repeats,2,"56,222,","142,309,","8.5E-13,1.7E-14"
937,IPR021133,"HEAT, type 2",ProSiteProfiles,PS50077,HEAT repeat profile.,1,"252,","292,",9.168
937,IPR004155,PBS lyase HEAT-like repeat,SMART,SM00567,E-Z type HEAT repeats,6,"29,67,100,196,234,267,","65,96,129,232,263,297,","170.0,0.012,1.7E-4,0.75,3.5E-5,9.7E-4"
937,IPR016024,Armadillo-type fold,SUPERFAMILY,SSF48371,\N,1,"67,","309,",5.02E-36
938,IPR004123,"mRNA splicing factor, thioredoxin-like U5 snRNP",HMMPfam,PF02966,Mitosis protein DIM1,1,"6,","137,",1.50E-70
938,IPR004123,"mRNA splicing factor, thioredoxin-like U5 snRNP",PIRSF,PIRSF017199,\N,1,"2,","143,",142
938,IPR012336,Thioredoxin-like fold,SUPERFAMILY,SSF52833,\N,1,"6,","138,",3.25E-36
939,IPR003737,N-acetylglucosaminyl phosphatidylinositol deacetylase-related,HMMPfam,PF02585,GlcNAc-PI de-N-acetylase,1,"41,","215,",6.50E-26
939,IPR024078,Putative deacetylase LmbE-like domain,SUPERFAMILY,SSF102588,\N,2,"36,187,","135,327,","8.2E-43,8.2E-43"
940,IPR024319,"ATPase expression protein 2, mitochondrial",HMMPfam,PF12921,Mitochondrial ATPase expression,1,"326,","439,",7.40E-25
941,IPR001163,Ribonucleoprotein LSM domain,HMMPfam,PF01423,LSM domain,1,"22,","86,",1.20E-13
941,IPR006649,"Ribonucleoprotein LSM domain, eukaryotic/archaea-type",SMART,SM00651,snRNP Sm proteins,1,"17,","98,",2.40E-09
941,IPR010920,Like-Sm (LSM) domain,SUPERFAMILY,SSF50182,\N,1,"14,","87,",3.52E-17
942,IPR000795,"Elongation factor, GTP-binding domain",HMMPfam,PF00009,Elongation factor Tu GTP binding domain,1,"194,","415,",1.00E-21
942,IPR004160,"Translation elongation factor EFTu/EF1A, C-terminal",HMMPfam,PF03143,Elongation factor Tu C-terminal domain,1,"518,","604,",7.60E-14
942,IPR004161,"Translation elongation factor EFTu/EF1A, domain 2",HMMPfam,PF03144,Elongation factor Tu domain 2,1,"440,","510,",2.40E-08
942,IPR009000,"Translation protein, beta-barrel domain",SUPERFAMILY,SSF50447,\N,1,"424,","548,",4.52E-19
942,IPR009001,"Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal",SUPERFAMILY,SSF50465,\N,1,"517,","604,",3.70E-17
942,IPR027417,P-loop containing nucleoside triphosphate hydrolase,SUPERFAMILY,SSF52540,\N,1,"194,","441,",2.78E-31
