#transcriptId,proteinId,kogid,kogdefline,kogClass,kogGroup
1747,1747,KOG1065,"Maltase glucoamylase and related hydrolases, glycosyl hydrolase family 31",Carbohydrate transport and metabolism ,METABOLISM
1752,1752,KOG0235,Phosphoglycerate mutase,Carbohydrate transport and metabolism ,METABOLISM
1786,1786,KOG0235,Phosphoglycerate mutase,Carbohydrate transport and metabolism ,METABOLISM
1799,1799,KOG2504,Monocarboxylate transporter,Carbohydrate transport and metabolism ,METABOLISM
1811,1811,KOG1950,"Glycosyl transferase, family 8 - glycogenin",Carbohydrate transport and metabolism ,METABOLISM
1814,1814,KOG2178,Predicted sugar kinase,Carbohydrate transport and metabolism ,METABOLISM
1830,1830,KOG2666,UDP-glucose/GDP-mannose dehydrogenase,Carbohydrate transport and metabolism ,METABOLISM
1922,1922,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
1974,1974,KOG0471,Alpha-amylase,Carbohydrate transport and metabolism ,METABOLISM
2021,2021,KOG2504,Monocarboxylate transporter,Carbohydrate transport and metabolism ,METABOLISM
2046,2046,KOG0625,Phosphoglucomutase,Carbohydrate transport and metabolism ,METABOLISM
2054,2054,KOG0631,Galactokinase,Carbohydrate transport and metabolism ,METABOLISM
2059,2059,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
2111,2111,KOG2537,Phosphoglucomutase/phosphomannomutase,Carbohydrate transport and metabolism ,METABOLISM
2113,2113,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
2116,2116,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
2153,2153,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
2176,2176,KOG3974,Predicted sugar kinase,Carbohydrate transport and metabolism ,METABOLISM
2182,2182,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
2210,2210,KOG1583,UDP-N-acetylglucosamine transporter,Carbohydrate transport and metabolism ,METABOLISM
2225,2225,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
2250,2250,KOG1369,Hexokinase,Carbohydrate transport and metabolism ,METABOLISM
2414,2414,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
2425,2425,KOG2517,Ribulose kinase and related carbohydrate kinases,Carbohydrate transport and metabolism ,METABOLISM
2426,2426,KOG2517,Ribulose kinase and related carbohydrate kinases,Carbohydrate transport and metabolism ,METABOLISM
2427,2427,KOG2504,Monocarboxylate transporter,Carbohydrate transport and metabolism ,METABOLISM
2428,2428,KOG0224,Aquaporin (major intrinsic protein family),Carbohydrate transport and metabolism ,METABOLISM
2481,2481,KOG0563,Glucose-6-phosphate 1-dehydrogenase,Carbohydrate transport and metabolism ,METABOLISM
2483,2483,KOG0637,Sucrose transporter and related proteins,Carbohydrate transport and metabolism ,METABOLISM
2495,2495,KOG2944,Glyoxalase,Carbohydrate transport and metabolism ,METABOLISM
2516,2516,KOG2798,Putative trehalase,Carbohydrate transport and metabolism ,METABOLISM
2521,2521,KOG2429,"Glycosyl hydrolase, family 47",Carbohydrate transport and metabolism ,METABOLISM
2531,2531,KOG3742,Glycogen synthase,Carbohydrate transport and metabolism ,METABOLISM
2623,2623,KOG2757,Mannose-6-phosphate isomerase,Carbohydrate transport and metabolism ,METABOLISM
2630,2630,KOG2788,Glycosyltransferase,Carbohydrate transport and metabolism ,METABOLISM
2663,2663,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
2692,2692,KOG2855,Ribokinase,Carbohydrate transport and metabolism ,METABOLISM
2750,2750,KOG1616,Protein involved in Snf1 protein kinase complex assembly,Carbohydrate transport and metabolism ,METABOLISM
2801,2801,KOG0223,Aquaporin (major intrinsic protein family),Carbohydrate transport and metabolism ,METABOLISM
2808,2808,KOG2504,Monocarboxylate transporter,Carbohydrate transport and metabolism ,METABOLISM
2843,2843,KOG4153,"Fructose 1,6-bisphosphate aldolase",Carbohydrate transport and metabolism ,METABOLISM
2844,2844,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
2849,2849,KOG0626,"Beta-glucosidase, lactase phlorizinhydrolase, and related proteins",Carbohydrate transport and metabolism ,METABOLISM
2912,2912,KOG4476,Gluconate transport-inducing protein,Carbohydrate transport and metabolism ,METABOLISM
3005,3005,KOG2449,Methylmalonate semialdehyde dehydrogenase,Carbohydrate transport and metabolism ,METABOLISM
3007,3007,KOG2631,Class II aldolase/adducin N-terminal domain protein,Carbohydrate transport and metabolism ,METABOLISM
3025,3025,KOG0235,Phosphoglycerate mutase,Carbohydrate transport and metabolism ,METABOLISM
3038,3038,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
3080,3080,KOG1203,Predicted dehydrogenase,Carbohydrate transport and metabolism ,METABOLISM
3085,3085,KOG2504,Monocarboxylate transporter,Carbohydrate transport and metabolism ,METABOLISM
3096,3096,KOG0470,"1,4-alpha-glucan branching enzyme/starch branching enzyme II",Carbohydrate transport and metabolism ,METABOLISM
3162,3162,KOG4472,"Glycolipid 2-alpha-mannosyltransferase (alpha-1,2-mannosyltransferase)",Carbohydrate transport and metabolism ,METABOLISM
3163,3163,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
3175,3175,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
3200,3200,KOG0224,Aquaporin (major intrinsic protein family),Carbohydrate transport and metabolism ,METABOLISM
3213,3213,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
3232,3232,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
3273,3273,KOG2504,Monocarboxylate transporter,Carbohydrate transport and metabolism ,METABOLISM
3275,3275,KOG4157,"beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain",Carbohydrate transport and metabolism ,METABOLISM
3289,3289,KOG0523,Transketolase,Carbohydrate transport and metabolism ,METABOLISM
3293,3293,KOG2426,Dihydroxyacetone kinase/glycerone kinase,Carbohydrate transport and metabolism ,METABOLISM
3322,3322,KOG1369,Hexokinase,Carbohydrate transport and metabolism ,METABOLISM
3328,3328,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
3355,3355,KOG2666,UDP-glucose/GDP-mannose dehydrogenase,Carbohydrate transport and metabolism ,METABOLISM
3385,3385,KOG0449,"Succinate dehydrogenase, cytochrome b subunit",Carbohydrate transport and metabolism ,METABOLISM
3443,3443,KOG1441,Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter,Carbohydrate transport and metabolism ,METABOLISM
3450,3450,KOG0235,Phosphoglycerate mutase,Carbohydrate transport and metabolism ,METABOLISM
3530,3530,KOG1066,"Glucosidase II catalytic (alpha) subunit and related enzymes, glycosyl hydrolase family 31",Carbohydrate transport and metabolism ,METABOLISM
3544,3544,KOG2741,Dimeric dihydrodiol dehydrogenase,Carbohydrate transport and metabolism ,METABOLISM
3547,3547,KOG0471,Alpha-amylase,Carbohydrate transport and metabolism ,METABOLISM
3558,3558,KOG1192,UDP-glucuronosyl and UDP-glucosyl transferase,Carbohydrate transport and metabolism ,METABOLISM
3595,3595,KOG1050,Trehalose-6-phosphate synthase component TPS1 and related subunits,Carbohydrate transport and metabolism ,METABOLISM
3596,3596,KOG1050,Trehalose-6-phosphate synthase component TPS1 and related subunits,Carbohydrate transport and metabolism ,METABOLISM
3661,3661,KOG1458,"Fructose-1,6-bisphosphatase",Carbohydrate transport and metabolism ,METABOLISM
3703,3703,KOG0658,Glycogen synthase kinase-3,Carbohydrate transport and metabolism ,METABOLISM
3737,3737,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
3783,3783,KOG2204,"Mannosyl-oligosaccharide alpha-1,2-mannosidase and related glycosyl hydrolases",Carbohydrate transport and metabolism ,METABOLISM
3811,3811,KOG2806,Chitinase,Carbohydrate transport and metabolism ,METABOLISM
3823,3823,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
3826,3826,KOG2504,Monocarboxylate transporter,Carbohydrate transport and metabolism ,METABOLISM
3830,3830,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
3841,3841,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
3926,3926,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
3928,3928,KOG0471,Alpha-amylase,Carbohydrate transport and metabolism ,METABOLISM
3929,3929,KOG2843,Fumarylacetoacetase,Carbohydrate transport and metabolism ,METABOLISM
3971,3971,KOG2504,Monocarboxylate transporter,Carbohydrate transport and metabolism ,METABOLISM
3998,3998,KOG2504,Monocarboxylate transporter,Carbohydrate transport and metabolism ,METABOLISM
4009,4009,KOG2653,6-phosphogluconate dehydrogenase,Carbohydrate transport and metabolism ,METABOLISM
4077,4077,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
4100,4100,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
4168,4168,KOG2504,Monocarboxylate transporter,Carbohydrate transport and metabolism ,METABOLISM
4346,4346,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
4391,4391,KOG2504,Monocarboxylate transporter,Carbohydrate transport and metabolism ,METABOLISM
4423,4423,KOG1581,UDP-galactose transporter related protein,Carbohydrate transport and metabolism ,METABOLISM
4438,4438,KOG3354,Gluconate kinase,Carbohydrate transport and metabolism ,METABOLISM
4439,4439,KOG3354,Gluconate kinase,Carbohydrate transport and metabolism ,METABOLISM
4454,4454,KOG1367,3-phosphoglycerate kinase,Carbohydrate transport and metabolism ,METABOLISM
4473,4473,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
4482,4482,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
4505,4505,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
4513,4513,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
4514,4514,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
4516,4516,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
4533,4533,KOG2504,Monocarboxylate transporter,Carbohydrate transport and metabolism ,METABOLISM
4599,4599,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
4600,4600,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
4604,4604,KOG2178,Predicted sugar kinase,Carbohydrate transport and metabolism ,METABOLISM
4647,4647,KOG1065,"Maltase glucoamylase and related hydrolases, glycosyl hydrolase family 31",Carbohydrate transport and metabolism ,METABOLISM
4721,4721,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
4761,4761,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
4766,4766,KOG4754,Predicted phosphoglycerate mutase,Carbohydrate transport and metabolism ,METABOLISM
4843,4843,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
4884,4884,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
4925,4925,KOG0234,"Fructose-6-phosphate 2-kinase/fructose-2,6-biphosphatase",Carbohydrate transport and metabolism ,METABOLISM
4930,4930,KOG0658,Glycogen synthase kinase-3,Carbohydrate transport and metabolism ,METABOLISM
5005,5005,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
5069,5069,KOG1444,Nucleotide-sugar transporter VRG4/SQV-7,Carbohydrate transport and metabolism ,METABOLISM
5077,5077,KOG2854,Possible pfkB family carbohydrate kinase,Carbohydrate transport and metabolism ,METABOLISM
5150,5150,KOG0224,Aquaporin (major intrinsic protein family),Carbohydrate transport and metabolism ,METABOLISM
5168,5168,KOG4157,"beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain",Carbohydrate transport and metabolism ,METABOLISM
5169,5169,KOG4157,"beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain",Carbohydrate transport and metabolism ,METABOLISM
5252,5252,KOG4123,"Putative alpha 1,2 mannosyltransferase",Carbohydrate transport and metabolism ,METABOLISM
5302,5302,KOG1950,"Glycosyl transferase, family 8 - glycogenin",Carbohydrate transport and metabolism ,METABOLISM
5339,5339,KOG4754,Predicted phosphoglycerate mutase,Carbohydrate transport and metabolism ,METABOLISM
5356,5356,KOG2504,Monocarboxylate transporter,Carbohydrate transport and metabolism ,METABOLISM
5358,5358,KOG0224,Aquaporin (major intrinsic protein family),Carbohydrate transport and metabolism ,METABOLISM
5471,5471,KOG2638,UDP-glucose pyrophosphorylase,Carbohydrate transport and metabolism ,METABOLISM
5482,5482,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
5503,5503,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
5644,5644,KOG4157,"beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain",Carbohydrate transport and metabolism ,METABOLISM
5757,5757,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
5771,5771,KOG1431,GDP-L-fucose synthetase,Carbohydrate transport and metabolism ,METABOLISM
5787,5787,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
5806,5806,KOG2670,Enolase,Carbohydrate transport and metabolism ,METABOLISM
5811,5811,KOG2504,Monocarboxylate transporter,Carbohydrate transport and metabolism ,METABOLISM
5812,5812,KOG2504,Monocarboxylate transporter,Carbohydrate transport and metabolism ,METABOLISM
5818,5818,KOG1065,"Maltase glucoamylase and related hydrolases, glycosyl hydrolase family 31",Carbohydrate transport and metabolism ,METABOLISM
5819,5819,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
5875,5875,KOG2175,Protein predicted to be involved in carbohydrate metabolism,Carbohydrate transport and metabolism ,METABOLISM
5900,5900,KOG2504,Monocarboxylate transporter,Carbohydrate transport and metabolism ,METABOLISM
5922,5922,KOG4748,Subunit of Golgi mannosyltransferase complex,Carbohydrate transport and metabolism ,METABOLISM
5987,5987,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
6009,6009,KOG2798,Putative trehalase,Carbohydrate transport and metabolism ,METABOLISM
6040,6040,KOG2099,Glycogen phosphorylase,Carbohydrate transport and metabolism ,METABOLISM
6051,6051,KOG1065,"Maltase glucoamylase and related hydrolases, glycosyl hydrolase family 31",Carbohydrate transport and metabolism ,METABOLISM
6161,6161,KOG4754,Predicted phosphoglycerate mutase,Carbohydrate transport and metabolism ,METABOLISM
6176,6176,KOG4153,"Fructose 1,6-bisphosphate aldolase",Carbohydrate transport and metabolism ,METABOLISM
6182,6182,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
6186,6186,KOG2653,6-phosphogluconate dehydrogenase,Carbohydrate transport and metabolism ,METABOLISM
6198,6198,KOG2533,Permease of the major facilitator superfamily,Carbohydrate transport and metabolism ,METABOLISM
6246,6246,KOG2499,Beta-N-acetylhexosaminidase,Carbohydrate transport and metabolism ,METABOLISM
6397,6397,KOG2431,"1, 2-alpha-mannosidase",Carbohydrate transport and metabolism ,METABOLISM
6424,6424,KOG1460,GDP-mannose pyrophosphorylase,Carbohydrate transport and metabolism ,METABOLISM
6445,6445,KOG1065,"Maltase glucoamylase and related hydrolases, glycosyl hydrolase family 31",Carbohydrate transport and metabolism ,METABOLISM
