#proteinId,ecNum,definition,catalyticActivity,cofactors,associatedDiseases,pathway,pathway_class,pathway_type
6,4.4.1.14,1-aminocyclopropane-1-carboxylate synthase.,S-adenosyl-L-methionine = 1-aminocyclopropane-1-carboxylate + methylthioadenosine.,Pyridoxal-phosphate.,\N,Propanoate metabolism,Carbohydrate Metabolism,METABOLIC
1916,3.5.1.4,Amidase.,A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).,\N,\N,Phenylalanine metabolism,Amino Acid Metabolism,METABOLIC
1916,3.5.1.4,Amidase.,A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).,\N,\N,Arginine and proline metabolism,Amino Acid Metabolism,METABOLIC
1916,3.5.1.4,Amidase.,A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).,\N,\N,Styrene degradation,Biodegradation of Xenobiotics,METABOLIC
1922,1.97.1.4,Formate acetyltransferase activating enzyme.,S-adenosyl-L-methionine + dihydroflavodoxin + [formate acetyltransferase]-glycine = 5'-deoxyadenosine + methionine + flavodoxin + [formate acetyltransferase]-glycine-2-yl radical.,Iron-sulfur.,\N,\N,\N,\N
1924,6.3.2.19,Ubiquitin--protein ligase.,ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.,\N,\N,\N,\N,\N
1929,2.7.7.6,DNA-directed RNA polymerase.,N nucleoside triphosphate = N diphosphate + {RNA}(N).,\N,\N,  RNA polymerase,TRANSCRIPTION,REGULATORY
1929,2.7.7.6,DNA-directed RNA polymerase.,N nucleoside triphosphate = N diphosphate + {RNA}(N).,\N,\N,Purine metabolism,Nucleotide Metabolism,METABOLIC
1929,2.7.7.6,DNA-directed RNA polymerase.,N nucleoside triphosphate = N diphosphate + {RNA}(N).,\N,\N,Pyrimidine metabolism,Nucleotide Metabolism,METABOLIC
1931,3.4.17.21,Glutamate carboxypeptidase II.,"Release of an unsubstituted, C-terminal glutamyl residue, typically from Ac-Asp-Glu or folylpoly-gamma-glutamates.",Zinc.,\N,\N,\N,\N
1938,6.3.2.19,Ubiquitin--protein ligase.,ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.,\N,\N,\N,\N,\N
1947,5.99.1.3,DNA topoisomerase (ATP-hydrolysing).,"ATP-dependent breakage, passage and rejoining of double-stranded DNA.",\N,Ataxia-telangiectasia; MIM:208900.,\N,\N,\N
1953,1.14.13.12,Benzoate 4-monooxygenase.,Benzoate + NADPH + O(2) = 4-hydroxybenzoate + NADP(+) + H(2)O.,Iron; Tetrahydropteridine.,\N,Benzoate degradation via CoA ligation,Biodegradation of Xenobiotics,METABOLIC
1957,2.6.-.-,Transferring nitrogenous groups.,\N,\N,\N,\N,\N,\N
1962,1.1.1.31,3-hydroxyisobutyrate dehydrogenase.,3-hydroxy-2-methylpropanoate + NAD(+) = 2-methyl-3-oxopropanoate + NADH.,\N,3-hydroxyisobutyricaciduria; MIM:236795.,"Valine, leucine and isoleucine degradation",Amino Acid Metabolism,METABOLIC
1972,2.6.1.9,Histidinol-phosphate aminotransferase.,L-histidinol-phosphate + 2-oxoglutarate = 3-(imidazol-4-yl)-2- oxopropyl phosphate + L-glutamate.,Pyridoxal-phosphate.,\N,Phenylalanine metabolism,Amino Acid Metabolism,METABOLIC
1972,2.6.1.9,Histidinol-phosphate aminotransferase.,L-histidinol-phosphate + 2-oxoglutarate = 3-(imidazol-4-yl)-2- oxopropyl phosphate + L-glutamate.,Pyridoxal-phosphate.,\N,Histidine metabolism,Amino Acid Metabolism,METABOLIC
1972,2.6.1.9,Histidinol-phosphate aminotransferase.,L-histidinol-phosphate + 2-oxoglutarate = 3-(imidazol-4-yl)-2- oxopropyl phosphate + L-glutamate.,Pyridoxal-phosphate.,\N,Tyrosine metabolism,Amino Acid Metabolism,METABOLIC
1972,2.6.1.9,Histidinol-phosphate aminotransferase.,L-histidinol-phosphate + 2-oxoglutarate = 3-(imidazol-4-yl)-2- oxopropyl phosphate + L-glutamate.,Pyridoxal-phosphate.,\N,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,METABOLIC
1974,3.2.1.20,Alpha-glucosidase.,"Hydrolysis of terminal, non-reducing 1,4-linked D-glucose residues with release of D-glucose.",\N,Glycogen storage disease II; MIM:232300.,Galactose metabolism,Carbohydrate Metabolism,METABOLIC
1974,3.2.1.20,Alpha-glucosidase.,"Hydrolysis of terminal, non-reducing 1,4-linked D-glucose residues with release of D-glucose.",\N,Glycogen storage disease II; MIM:232300.,Starch and sucrose metabolism,Metabolism of Complex Carbohydrates,METABOLIC
1977,2.4.1.142,Chitobiosyldiphosphodolichol alpha-mannosyltransferase.,GDP-mannose + chitobiosyldiphosphodolichol = GDP + alpha-D-mannosylchitobiosyldiphosphodolichol.,\N,\N,N-Glycans biosynthesis,Metabolism of Complex Carbohydrates,METABOLIC
1985,3.1.1.7,Acetylcholinesterase.,Acetylcholine + H(2)O = choline + acetate.,\N,\N,Glycerolipid metabolism,Metabolism of Complex Lipids,METABOLIC
1987,3.2.1.8,"Endo-1,4-beta-xylanase.","Endohydrolysis of 1,4-beta-D-xylosidic linkages in xylans.",\N,\N,\N,\N,\N
1993,6.3.2.19,Ubiquitin--protein ligase.,ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.,\N,\N,\N,\N,\N
1996,2.3.1.5,Arylamine N-acetyltransferase.,Acetyl-CoA + an arylamine = CoA + an N-acetylarylamine.,\N,\N,\N,\N,\N
2000,1.1.99.1,Choline dehydrogenase.,Choline + acceptor = betaine aldehyde + reduced acceptor.,PQQ.,\N,"Glycine, serine and threonine metabolism",Amino Acid Metabolism,METABOLIC
2011,6.3.2.19,Ubiquitin--protein ligase.,ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.,\N,\N,\N,\N,\N
2031,4.3.2.1,Argininosuccinate lyase.,N-(L-arginino)succinate = fumarate + L-arginine.,\N,Argininosuccinicaciduria; MIM:207900.,Urea cycle and metabolism of amino groups,Amino Acid Metabolism,METABOLIC
2031,4.3.2.1,Argininosuccinate lyase.,N-(L-arginino)succinate = fumarate + L-arginine.,\N,Argininosuccinicaciduria; MIM:207900.,Alanine and aspartate metabolism,Amino Acid Metabolism,METABOLIC
2031,4.3.2.1,Argininosuccinate lyase.,N-(L-arginino)succinate = fumarate + L-arginine.,\N,Argininosuccinicaciduria; MIM:207900.,Arginine and proline metabolism,Amino Acid Metabolism,METABOLIC
2034,3.4.-.-,Acting on peptide bonds (peptide hydrolases).,\N,\N,\N,Biotin metabolism,Metabolism of Cofactors and Vitamins,METABOLIC
2034,3.4.-.-,Acting on peptide bonds (peptide hydrolases).,\N,\N,\N,Lysine degradation,Amino Acid Metabolism,METABOLIC
2039,4.1.1.46,O-pyrocatechuate decarboxylase.,"2,3-dihydroxybenzoate = catechol + CO(2).",\N,\N,Carbazole degradation,Biodegradation of Xenobiotics,METABOLIC
2039,4.1.1.46,O-pyrocatechuate decarboxylase.,"2,3-dihydroxybenzoate = catechol + CO(2).",\N,\N,Benzoate degradation via hydroxylation,Biodegradation of Xenobiotics,METABOLIC
2041,2.8.3.13,Succinate-hydroxymethylglutarate CoA-transferase.,Succinyl-CoA + (S)-3-hydroxy-3-methylglutarate = succinate + 3-hydroxy-3-methylglutaryl-CoA.,\N,\N,\N,\N,\N
2046,5.4.2.2,Phosphoglucomutase.,Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.,\N,\N,Streptomycin biosynthesis,Biosynthesis of Secondary Metabolites,METABOLIC
2046,5.4.2.2,Phosphoglucomutase.,Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.,\N,\N,Erythromycin biosynthesis,Biosynthesis of Secondary Metabolites,METABOLIC
2046,5.4.2.2,Phosphoglucomutase.,Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.,\N,\N,Pentose phosphate pathway,Carbohydrate Metabolism,METABOLIC
2046,5.4.2.2,Phosphoglucomutase.,Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.,\N,\N,Aminosugars metabolism,Metabolism of Complex Carbohydrates,METABOLIC
2046,5.4.2.2,Phosphoglucomutase.,Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.,\N,\N,Starch and sucrose metabolism,Metabolism of Complex Carbohydrates,METABOLIC
2046,5.4.2.2,Phosphoglucomutase.,Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.,\N,\N,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism,METABOLIC
2046,5.4.2.2,Phosphoglucomutase.,Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.,\N,\N,Galactose metabolism,Carbohydrate Metabolism,METABOLIC
2053,6.3.2.19,Ubiquitin--protein ligase.,ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.,\N,\N,\N,\N,\N
2054,2.7.1.6,Galactokinase.,ATP + D-galactose = ADP + D-galactose 1-phosphate.,\N,Galactokinase deficiency; MIM:230200.,Galactose metabolism,Carbohydrate Metabolism,METABOLIC
2056,3.5.3.4,Allantoicase.,Allantoate + H(2)O = (-)-ureidoglycolate + urea.,\N,\N,Purine metabolism,Nucleotide Metabolism,METABOLIC
2058,1.14.13.22,Cyclohexanone monooxygenase.,Cyclohexanone + NADPH + O(2) = 6-hexanolide + NADP(+) + H(2)O.,FAD.,\N,Caprolactam degradation,Biodegradation of Xenobiotics,METABOLIC
2076,5.2.1.8,Peptidylprolyl isomerase.,Peptidylproline (omega=180) = peptidylproline (omega=0).,\N,\N,\N,\N,\N
2079,3.4.19.12,Ubiquitinyl hydrolase 1.,"Thiol-dependent hydrolysis of ester, thiolester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).",\N,\N,\N,\N,\N
2082,3.6.3.44,Xenobiotic-transporting ATPase.,ATP + H(2)O + xenobiotic(In) = ADP + phosphate + xenobiotic(Out).,\N,\N,\N,\N,\N
2086,1.14.13.12,Benzoate 4-monooxygenase.,Benzoate + NADPH + O(2) = 4-hydroxybenzoate + NADP(+) + H(2)O.,Iron; Tetrahydropteridine.,\N,Benzoate degradation via CoA ligation,Biodegradation of Xenobiotics,METABOLIC
2092,1.14.11.-,"With 2-oxoglutarate as one donor, and incorporation of one",\N,\N,\N,\N,\N,\N
2098,3.1.1.45,Carboxymethylenebutenolidase.,4-carboxymethylenebut-2-en-4-olide + H(2)O = 4 oxohex-2-enedioate.,\N,\N,"1,4-Dichlorobenzene degradation",Biodegradation of Xenobiotics,METABOLIC
2109,1.1.1.102,3-dehydrosphinganine reductase.,Sphinganine + NADP(+) = 3-dehydrosphinganine + NADPH.,\N,\N,Sphingoglycolipid metabolism,Metabolism of Complex Lipids,METABOLIC
2111,5.4.2.3,Phosphoacetylglucosamine mutase.,N-acetyl-D-glucosamine 1-phosphate = N-acetyl-D-glucosamine 6-phosphate.,\N,\N,Aminosugars metabolism,Metabolism of Complex Carbohydrates,METABOLIC
2114,2.4.1.-,Hexosyltransferases.,\N,\N,\N,O-Glycans biosynthesis,Metabolism of Complex Carbohydrates,METABOLIC
2114,2.4.1.-,Hexosyltransferases.,\N,\N,\N,Fructose and mannose metabolism,Carbohydrate Metabolism,METABOLIC
2114,2.4.1.-,Hexosyltransferases.,\N,\N,\N,Peptidoglycan biosynthesis,Metabolism of Complex Carbohydrates,METABOLIC
2114,2.4.1.-,Hexosyltransferases.,\N,\N,\N,Sphingoglycolipid metabolism,Metabolism of Complex Lipids,METABOLIC
2114,2.4.1.-,Hexosyltransferases.,\N,\N,\N,Blood group glycolipid biosynthesis - lact series,Metabolism of Complex Lipids,METABOLIC
2114,2.4.1.-,Hexosyltransferases.,\N,\N,\N,Blood group glycolipid biosynthesis - neolact series,Metabolism of Complex Lipids,METABOLIC
2114,2.4.1.-,Hexosyltransferases.,\N,\N,\N,Glycerolipid metabolism,Metabolism of Complex Lipids,METABOLIC
2114,2.4.1.-,Hexosyltransferases.,\N,\N,\N,Globoside metabolism,Metabolism of Complex Lipids,METABOLIC
2114,2.4.1.-,Hexosyltransferases.,\N,\N,\N,Chondroitin / heparan sulfate biosynthesis,Metabolism of Complex Carbohydrates,METABOLIC
2114,2.4.1.-,Hexosyltransferases.,\N,\N,\N,Keratan sulfate biosynthesis,Metabolism of Complex Carbohydrates,METABOLIC
2114,2.4.1.-,Hexosyltransferases.,\N,\N,\N,N-Glycans biosynthesis,Metabolism of Complex Carbohydrates,METABOLIC
2118,2.1.1.-,Methyltransferases.,\N,\N,\N,Androgen and estrogen metabolism,Lipid Metabolism,METABOLIC
2118,2.1.1.-,Methyltransferases.,\N,\N,\N,Aminophosphonate metabolism,Metabolism of Other Amino Acids,METABOLIC
2118,2.1.1.-,Methyltransferases.,\N,\N,\N,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,METABOLIC
2118,2.1.1.-,Methyltransferases.,\N,\N,\N,Ubiquinone biosynthesis,Metabolism of Cofactors and Vitamins,METABOLIC
2118,2.1.1.-,Methyltransferases.,\N,\N,\N,Histidine metabolism,Amino Acid Metabolism,METABOLIC
2118,2.1.1.-,Methyltransferases.,\N,\N,\N,Selenoamino acid metabolism,Metabolism of Other Amino Acids,METABOLIC
2118,2.1.1.-,Methyltransferases.,\N,\N,\N,Tryptophan metabolism,Amino Acid Metabolism,METABOLIC
2118,2.1.1.-,Methyltransferases.,\N,\N,\N,Tyrosine metabolism,Amino Acid Metabolism,METABOLIC
2120,3.4.21.92,Endopeptidase Clp.,"Hydrolysis of proteins to small peptides in the presence of ATP and magnesium. Alpha-casein is the usual test substrate. In the absence of ATP, only oligopeptides shorter than five residues are cleaved (such as succinyl-Leu-Tyr-|-NHMEC; and Leu-Tyr-Leu-|-",\N,\N,\N,\N,\N
2134,2.3.1.88,Peptide alpha-N-acetyltransferase.,Acetyl-CoA + peptide = CoA + N-acetylpeptide.,\N,\N,\N,\N,\N
2135,3.5.4.5,Cytidine deaminase.,Cytidine + H(2)O = uridine + NH(3).,\N,\N,Pyrimidine metabolism,Nucleotide Metabolism,METABOLIC
2145,2.7.7.6,DNA-directed RNA polymerase.,N nucleoside triphosphate = N diphosphate + {RNA}(N).,\N,\N,  RNA polymerase,TRANSCRIPTION,REGULATORY
2145,2.7.7.6,DNA-directed RNA polymerase.,N nucleoside triphosphate = N diphosphate + {RNA}(N).,\N,\N,Purine metabolism,Nucleotide Metabolism,METABOLIC
2145,2.7.7.6,DNA-directed RNA polymerase.,N nucleoside triphosphate = N diphosphate + {RNA}(N).,\N,\N,Pyrimidine metabolism,Nucleotide Metabolism,METABOLIC
2147,3.1.1.23,Acylglycerol lipase.,Hydrolyses glycerol monoesters of long-chain fatty acids.,\N,\N,Glycerolipid metabolism,Metabolism of Complex Lipids,METABOLIC
2149,3.1.31.1,Micrococcal nuclease.,Endonucleolytic cleavage to 3'-phosphomononucleotide and 3'-phosphooligonucleotide end-products.,\N,\N,\N,\N,\N
2163,6.1.1.12,Aspartate--tRNA ligase.,ATP + L-aspartate + tRNA(Asp) = AMP + diphosphate + L-aspartyl- tRNA(Asp).,\N,\N,Alanine and aspartate metabolism,Amino Acid Metabolism,METABOLIC
2163,6.1.1.12,Aspartate--tRNA ligase.,ATP + L-aspartate + tRNA(Asp) = AMP + diphosphate + L-aspartyl- tRNA(Asp).,\N,\N,  Aminoacyl-tRNA biosynthesis,TRANSLATION,REGULATORY
2164,3.1.1.3,Triacylglycerol lipase.,Triacylglycerol + H(2)O = diacylglycerol + a fatty acid anion.,\N,Hepatic lipase deficiency; MIM:151670. Congenital lipase deficiency; MIM:246600. Wolman disease; MIM:278000.,Glycerolipid metabolism,Metabolism of Complex Lipids,METABOLIC
2166,3.6.3.6,Proton-exporting ATPase.,ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).,Magnesium.,\N,Oxidative phosphorylation,Energy Metabolism,METABOLIC
2176,4.2.1.93,ATP-dependent H(4)NAD(P)OH dehydratase.,"ATP + (6S)-6-beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide = ADP + phosphate + NADH.",\N,\N,\N,\N,\N
2180,3.1.1.3,Triacylglycerol lipase.,Triacylglycerol + H(2)O = diacylglycerol + a fatty acid anion.,\N,Hepatic lipase deficiency; MIM:151670. Congenital lipase deficiency; MIM:246600. Wolman disease; MIM:278000.,Glycerolipid metabolism,Metabolism of Complex Lipids,METABOLIC
2182,1.97.1.4,Formate acetyltransferase activating enzyme.,S-adenosyl-L-methionine + dihydroflavodoxin + [formate acetyltransferase]-glycine = 5'-deoxyadenosine + methionine + flavodoxin + [formate acetyltransferase]-glycine-2-yl radical.,Iron-sulfur.,\N,\N,\N,\N
2191,1.13.11.4,"Gentisate 1,2-dioxygenase.","2,5-dihydroxybenzoate + O(2) = maleylpyruvate.",Iron.,\N,Tyrosine metabolism,Amino Acid Metabolism,METABOLIC
2192,1.14.13.1,Salicylate 1-monooxygenase.,Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).,FAD.,\N,Fluorene degradation,Biodegradation of Xenobiotics,METABOLIC
2192,1.14.13.1,Salicylate 1-monooxygenase.,Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).,FAD.,\N,Nitorobenzene degradation,Biodegradation of Xenobiotics,METABOLIC
2193,3.7.1.5,Acylpyruvate hydrolase.,A 3-acylpyruvate + H(2)O = a fatty acid anion + pyruvate.,\N,\N,Tyrosine metabolism,Amino Acid Metabolism,METABOLIC
2197,2.1.1.85,Protein-histidine N-methyltransferase.,S-adenosyl-L-methionine + protein L-histidine = S-adenosyl-L- homocysteine + protein N-methyl-L-histidine.,\N,\N,\N,\N,\N
2204,3.1.3.16,Serine/threonine specific protein phosphatase.,A phosphoprotein + H(2)O = a protein + phosphate.,\N,\N,\N,\N,\N
2205,3.1.3.16,Serine/threonine specific protein phosphatase.,A phosphoprotein + H(2)O = a protein + phosphate.,\N,\N,\N,\N,\N
2206,3.1.3.16,Serine/threonine specific protein phosphatase.,A phosphoprotein + H(2)O = a protein + phosphate.,\N,\N,\N,\N,\N
2211,6.3.5.5,Carbamoyl-phosphate synthase (glutamine-hydrolysing).,2 ATP + L-glutamine + CO(2) + H(2)O = 2 ADP + phosphate + glutamate + carbamoyl phosphate.,\N,\N,Pyrimidine metabolism,Nucleotide Metabolism,METABOLIC
2211,6.3.5.5,Carbamoyl-phosphate synthase (glutamine-hydrolysing).,2 ATP + L-glutamine + CO(2) + H(2)O = 2 ADP + phosphate + glutamate + carbamoyl phosphate.,\N,\N,Glutamate metabolism,Amino Acid Metabolism,METABOLIC
2215,2.7.7.7,DNA-directed DNA polymerase.,N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).,\N,\N,Purine metabolism,Nucleotide Metabolism,METABOLIC
2215,2.7.7.7,DNA-directed DNA polymerase.,N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).,\N,\N,  DNA polymerase,REPLICATION AND REPAIR,REGULATORY
2215,2.7.7.7,DNA-directed DNA polymerase.,N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).,\N,\N,Pyrimidine metabolism,Nucleotide Metabolism,METABOLIC
2219,1.3.99.-,With other acceptors.,\N,\N,\N,Sphingoglycolipid metabolism,Metabolism of Complex Lipids,METABOLIC
2219,1.3.99.-,With other acceptors.,\N,\N,\N,Sterol biosynthesis,Lipid Metabolism,METABOLIC
2219,1.3.99.-,With other acceptors.,\N,\N,\N,Bile acid biosynthesis,Lipid Metabolism,METABOLIC
2225,1.97.1.4,Formate acetyltransferase activating enzyme.,S-adenosyl-L-methionine + dihydroflavodoxin + [formate acetyltransferase]-glycine = 5'-deoxyadenosine + methionine + flavodoxin + [formate acetyltransferase]-glycine-2-yl radical.,Iron-sulfur.,\N,\N,\N,\N
2226,6.1.1.1,Tyrosine--tRNA ligase.,ATP + L-tyrosine + tRNA(Tyr) = AMP + diphosphate + L-tyrosyl-tRNA(Tyr).,\N,\N,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,METABOLIC
2226,6.1.1.1,Tyrosine--tRNA ligase.,ATP + L-tyrosine + tRNA(Tyr) = AMP + diphosphate + L-tyrosyl-tRNA(Tyr).,\N,\N,  Aminoacyl-tRNA biosynthesis,TRANSLATION,REGULATORY
2231,3.1.3.16,Serine/threonine specific protein phosphatase.,A phosphoprotein + H(2)O = a protein + phosphate.,\N,\N,\N,\N,\N
2232,3.5.3.11,Agmatinase.,Agmatine + H(2)O = putrescine + urea.,\N,\N,Arginine and proline metabolism,Amino Acid Metabolism,METABOLIC
2235,2.7.1.24,Dephospho-CoA kinase.,ATP + dephospho-CoA = ADP + CoA.,\N,\N,Pantothenate and CoA biosynthesis,Metabolism of Cofactors and Vitamins,METABOLIC
2240,1.14.13.12,Benzoate 4-monooxygenase.,Benzoate + NADPH + O(2) = 4-hydroxybenzoate + NADP(+) + H(2)O.,Iron; Tetrahydropteridine.,\N,Benzoate degradation via CoA ligation,Biodegradation of Xenobiotics,METABOLIC
2241,1.6.2.4,NADPH--ferrihemoprotein reductase.,NADPH + 2 ferricytochrome = NADP(+) + 2 ferrocytochrome.,FMN; FAD.,\N,\N,\N,\N
2250,2.7.1.1,Hexokinase.,ATP + D-hexose = ADP + D-hexose 6-phosphate.,\N,Hemolytic anemia due to hexokinase deficiency; MIM:235700.,Erythromycin biosynthesis,Biosynthesis of Secondary Metabolites,METABOLIC
2250,2.7.1.1,Hexokinase.,ATP + D-hexose = ADP + D-hexose 6-phosphate.,\N,Hemolytic anemia due to hexokinase deficiency; MIM:235700.,Aminosugars metabolism,Metabolism of Complex Carbohydrates,METABOLIC
2250,2.7.1.1,Hexokinase.,ATP + D-hexose = ADP + D-hexose 6-phosphate.,\N,Hemolytic anemia due to hexokinase deficiency; MIM:235700.,Starch and sucrose metabolism,Metabolism of Complex Carbohydrates,METABOLIC
2250,2.7.1.1,Hexokinase.,ATP + D-hexose = ADP + D-hexose 6-phosphate.,\N,Hemolytic anemia due to hexokinase deficiency; MIM:235700.,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism,METABOLIC
2250,2.7.1.1,Hexokinase.,ATP + D-hexose = ADP + D-hexose 6-phosphate.,\N,Hemolytic anemia due to hexokinase deficiency; MIM:235700.,Fructose and mannose metabolism,Carbohydrate Metabolism,METABOLIC
2250,2.7.1.1,Hexokinase.,ATP + D-hexose = ADP + D-hexose 6-phosphate.,\N,Hemolytic anemia due to hexokinase deficiency; MIM:235700.,Galactose metabolism,Carbohydrate Metabolism,METABOLIC
2266,3.1.26.-,Endoribonucleases producing 5'-phosphomonoesters.,\N,\N,\N,\N,\N,\N
2268,2.3.1.32,Lysine N-acetyltransferase.,Acetyl phosphate + L-lysine = phosphate + N6-acetyl-L-lysine.,\N,\N,Lysine degradation,Amino Acid Metabolism,METABOLIC
2269,6.3.2.19,Ubiquitin--protein ligase.,ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.,\N,\N,\N,\N,\N
2273,3.5.1.-,In linear amides.,\N,\N,\N,Nicotinate and nicotinamide metabolism,Metabolism of Cofactors and Vitamins,METABOLIC
2273,3.5.1.-,In linear amides.,\N,\N,\N,Pantothenate and CoA biosynthesis,Metabolism of Cofactors and Vitamins,METABOLIC
2273,3.5.1.-,In linear amides.,\N,\N,\N,Arginine and proline metabolism,Amino Acid Metabolism,METABOLIC
2273,3.5.1.-,In linear amides.,\N,\N,\N,Lipopolysaccharide biosynthesis,Metabolism of Complex Carbohydrates,METABOLIC
2281,3.1.-.-,Acting on ester bonds.,\N,\N,\N,\N,\N,\N
2293,6.3.3.2,5-formyltetrahydrofolate cyclo-ligase.,"ATP + 5-formyltetrahydrofolate = ADP + phosphate + 5,10- methenyltetrahydrofolate.",\N,\N,One carbon pool by folate,Metabolism of Cofactors and Vitamins,METABOLIC
2297,3.6.1.1,Inorganic pyrophosphatase.,Diphosphate + H(2)O = 2 phosphate.,\N,\N,Oxidative phosphorylation,Energy Metabolism,METABOLIC
2299,2.5.1.18,Glutathione transferase.,RX + glutathione = HX + R-S-glutathione.,\N,\N,Glutathione metabolism,Metabolism of Other Amino Acids,METABOLIC
2301,1.14.11.13,Gibberellin 2-beta-dioxygenase.,Gibberellin 1 + 2-oxoglutarate + O(2) = 2-beta-hydroxygibberellin 1 + succinate + CO(2).,\N,\N,\N,\N,\N
2305,2.7.1.137,1-phosphatidylinositol 3-kinase.,ATP + 1-phosphatidyl-1D-myo-inositol = ADP + 1-phosphatidyl-1D-myo- inositol 3-phosphate.,\N,\N,Inositol phosphate metabolism,Metabolism of Complex Lipids,METABOLIC
2309,3.1.3.-,Phosphoric monoester hydrolases.,\N,\N,\N,Vitamin B6 metabolism,Metabolism of Cofactors and Vitamins,METABOLIC
2309,3.1.3.-,Phosphoric monoester hydrolases.,\N,\N,\N,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,METABOLIC
2309,3.1.3.-,Phosphoric monoester hydrolases.,\N,\N,\N,Nicotinate and nicotinamide metabolism,Metabolism of Cofactors and Vitamins,METABOLIC
